word,sentence
owen,Owen.
nigga,My nigga.
nora,Nora.
react,How did she react?
kisses,Kisses.
needn't,You needn't worry.
motorcycle,Motorcycle.
beers,Two beers.
dated,We dated.
leslie,Leslie.
logical,It's logical.
magazines,Magazines?
vicious,"In New York City, the dedicated detectives who investigate these vicious felonies are members of an elite squad known as the Special Victims Unit."
candle,Candle.
muscles,Muscles.
manhattan,Manhattan.
described,I'm looking for a planet described to me by an old friend.
chen,Chen!
colony,What about the colony transmitters?
january,January.
chew,Chew.
convicted,You are convicted felons.
amusing,Very amusing.
congress,Congress.
congratulate,I congratulate you.
minimum,Minimum.
prior,Prior.
items,Please remove any metallic items you're carrying.
global,Global warming.
spray,Pepper spray.
donkey,Donkey!
simpson,Simpson.
buttons,Buttons.
technical,It's technical.
assured,Rest assured.
electrical,Electrical?
bauer,This is Bauer.
length,He asked me for a length of rope.
sylvia,Sylvia.
thrilled,I'm thrilled.
strings,No strings attached.
european,DVD Subtitles by European Captioning Institute
ming,Ming!
bold,Bold.
cody,Cody!
blond,Blond.
accompany,I'll accompany you.
assist,A service-bot will be here to assist you momentarily.
mick,Mick.
nazi,How did you know she was a Nazi?
doomed,We're doomed.
sixty,Sixty.
villa,Pancho Villa?
tore,I tore it up.
establish,Establish dominance!
desires,Longshanks desires peace?
instinct,Instinct.
atlantic,Atlantic City.
doyle,Doyle.
pointed,"I hate to shatter your ego, but this ain't the first time I've had a gun pointed at me."
ritual,It's a ritual.
rodney,Rodney?
spill,Spill it.
absence,Absence makes the heart grow fonder.
cough,Cough.
theirs,It's theirs.
ally,Ally.
katherine,Katherine.
hector,Hector!
accurate,Is that accurate?
drum,Beat the drum.
respects,My respects.
debate,"I'm not gonna debate you, Jerry."
briefcase,What's in the briefcase?
maniac,You maniac!
custom,Custom-made.
accidentally,Accidentally in love
why's,Why's that?
sal,Sal!
withdraw,Withdraw!
cocaine,Cocaine.
vegetables,Vegetables.
losers,Losers.
curiosity,Curiosity.
manny,Manny!
waking,He's waking up.
perimeter,Secure the perimeter.
chow,Chow!
ofthe,Get out ofthe way!
defending,I was defending myself.
pursuit,Freed him to run before the relentless pursuit of the police lieutenant obsessed with his capture.
approximately,Approximately.
conscious,Is he conscious?
sailing,Sailing?
marines,Marines.
logic,My logic is undeniable.
tension,Tension.
beep,BEEP!
heather,Heather.
posted,Keep me posted.
seed,We find the seed.
sensible,Be sensible.
methods,Are my methods unsound?
saddle,Saddle up.
claimed,Saruman has poisoned the mind of the king and claimed lordship over these lands.
hawk,Hawk.
ditch,Dead in a ditch.
salute,Salute.
elected,I gave you the chance of aiding me willingly but you have elected the way of pain!
wax,"Wax on, wax off."
pace,Pick up the pace.
megan,Megan.
funds,"As long as they don't get to Lau, we've cut off their funds."
switched,He switched them.
qualified,You're not qualified.
seattle,Seattle.
sebastian,Sebastian.
shares,Five shares is plenty.
husbands,Husbands?
cha,Cha!
greet,Greet him.
platform,Prepare to disengage from platform.
businessman,I'm a businessman.
marge,Marge.
overcome,We shall overcome
jun,Jun!
quinn,Quinn!
depth,Periscope depth.
naive,Don't be naive.
objects,"The Cleric was implemented and sent out to search and destroy such objects that remained and, if necessary, those who attempted to..."
smashed,You're smashed.
bean,Bean!
anonymous,Anonymous.
circles,We're going in circles.
obliged,Much obliged.
crawling,Your leechcraft would have had me crawling on all fours like a beast!
rig,Rig for depth charge.
prices,Those are friend prices.
revealed,"Fabulous secret powers were revealed to me the day I held aloft my magic sword and said,"
traditional,It's traditional.
tips,Tips.
armor,My armor.
dried,Cut and dried.
corporation,Tyrell Corporation?
corporate,Corporate accounts payable.
reference,Reference.
courtesy,Professional courtesy.
chester,Chester.
tortured,I don't know how long they tortured him.
olivia,Olivia.
writes,He writes.
produced,Produced by
wolves,Wolves!
crowded,Crowded.
bicycle,A bicycle?
lunatic,Lunatic!
den,Here in the den of thieves here in the den of thieves
judges,Judges?
troubled,Sorry to have troubled you.
salesman,I'm a salesman.
engage,Engage.
negotiate,Negotiate?
generations,It's been in my family for generations.
liquid,Liquid.
child's,Child's play.
hockey,Hockey.
brooke,Brooke.
forehead,What happened to your forehead?
arrogant,Arrogant.
stinking,"Festering, stinking marshland as far as the eye can see."
accomplished,Mission accomplished.
murderers,Murderers!
peanut,Peanut butter.
reminded,"I reminded you about it, but I didn't illustrate how personal the watch was to me."
butcher,He's a butcher.
scheme,What scheme?
evan,Evan!
rangers,"Go, go, Power Rangers"
chandler,Chandler.
noah,Noah.
officials,"However, officials now attribute the discrepancy to a simple clerical error."
anyways,Anyways...
companion,Companion?
needing,You won't be needing this.
wealthy,Now the story of a wealthy family who lost everything... and the one son who had no choice... but to keep them all together.
reply,No reply.
institute,"Captioning performed by the national captioning institute, inc."
elements,"Only the Avatar, master of all four elements, could stop them."
gunshot,Gunshot
reserve,Off the reserve?
dice,No dice.
unto,"Eternal rest grant unto her, oh, Lord."
coal,Coal.
instrument,What instrument?
president's,"With all due respect, sir, our president's patience is wearing thin."
shin,Shin!
mature,Very mature.
whew,Whew!
exception,With one exception.
wells,Wells.
fold,Fold.
signals,Multiple signals.
honesty,Honesty.
jar,He shows you his butterfly collection plus the killing jar.
uniforms,Uniforms.
examination,Examination?
ministry,This is a Ministry matter.
jacques,Jacques!
hostile,Hostile?
expense,Spared no expense.
jae,Jae Seok.
foreman,Foreman.
performed,"Captioning performed by the national captioning institute, inc."
rug,Snug as a bug in a rug.
whatsoever,None whatsoever.
planets,Then peace will guide the planets
porn,Porn.
debts,Debts?
retirement,Retirement.
secretly,Secretly.
mines,Into the mines!
civilization,Civilization.
receipt,Here's your receipt.
claudia,Claudia.
models,Models?
wiii,WiII!
voted,Who will be voted out tonight?
prey,And the last known survivor Stalks his prey in the night
senor,Senor.
skies,And the skies are not cloudy all day
persuade,Persuade me.
finishing,I'm having trouble finishing the poem.
threats,Threats?
associate,This is my associate.
chairs,Chairs.
phillip,Phillip!
sandra,Sandra.
beware,Beware!
sensei,Sensei!
tremendous,Tremendous.
identification,Identification.
stunt,Andy got two weeks in the hole for that little stunt.
rosie,Rosie!
prosecutor,Mr. Prosecutor.
tolerate,I won't tolerate it.
dexter,Dexter.
bubble,Zero bubble.
louie,Louie!
published,It was only first published 10 years ago.
jeffrey,Jeffrey.
spencer,Spencer.
polly,Polly.
fries,French fries.
charley,Charley.
cloth,His cloth was poor.
automatic,It's automatic.
tide,And I come back to you now at the turn of the tide.
solar,Solar system.
carries,And kill the one who carries it.
hint,I'll give you a hint.
connections,Connections.
confusion,Disorder and confusion everywhere
awhile,It's been awhile.
smack,Smack!
bachelor,I'm a bachelor.
carson,Carson.
wont,I wont.
gt,gt;gt;
recipe,My own recipe.
starve,We must starve!
forgiven,You're forgiven.
snack,Snack?
pointing,"You're the one pointing the gun, Harvey."
remembers,He remembers.
regards,He sends his regards.
stall,Stall.
edith,Edith!
capacity,In what capacity?
pony,A pony?
distress,Distress.
sings,She sings.
cal,Cal.
harriet,Harriet.
decides,Who do you think decides?
ink,Ink?
miguel,Miguel!
flush,Flush.
scent,They must have caught our scent.
anyone's,I don't need anyone's help.
bon,Bon voyage.
cape,Let go of my cape!
judging,I'm not judging you.
flu,Flu.
complaints,No complaints.
roberts,Roberts.
irene,Irene.
sucked,It sucked.
opponent,Never underestimate your opponent.
household,I believe your name will be a household word when you'd have to go to the war museum to find who Allenby was.
buffy,Buffy.
chart,Where's the chart?
sweets,Sweets.
orphan,I'm an orphan.
umbrella,My umbrella!
tellin,I'm tellin' you.
moses,Moses!
contacts,Contacts.
luckily,Luckily.
tasty,Tasty.
tricky,Tricky.
jeep,Get in the jeep.
trevor,Trevor.
approval,Approval?
classified,That's classified.
straw,That's the last straw.
spreading,It's spreading.
observation,Observation.
tobacco,Tobacco.
draft,There's a draft.
deserted,It's deserted.
welfare,Didn't need no welfare state
collecting,He's been collecting money on your behalf all over Warsaw.
resting,She's resting.
furious,He was furious.
ankle,My ankle.
danced,We danced.
spoon,Spoon.
miracles,Do you believe in miracles?
benson,Benson.
robinson,Robinson.
we'ii,We'II see.
respectable,Respectable?
jessie,Jessie.
farmers,Farmers.
rays,X-rays?
cries,baby cries
haul,Haul away!
rebel,I'm a rebel.
scotty,Scotty!
bruno,Bruno!
mcgee,McGee.
tan,Nice tan.
gracious,Good gracious!
ballet,Ballet?
watches,Who knows what you've spoken to the darkness in the bitter watches of the night when all your life seems to shrink.
presume,I presume.
gig,What's the gig?
unpleasant,Unpleasant?
independence,Independence.
dealt,I dealt with it.
eliminate,Eliminate!
generally,Generally.
delightful,Delightful.
deeds,"Fell deeds, awake."
dunno,I dunno.
surprising,Surprising.
meg,Meg!
traces,No traces.
nightmares,Nightmares.
covers,That about covers it.
vampires,Vampires.
cafe,Cafe?
bothers,It bothers me.
argh,Argh!
championship,It's the championship.
motherfuckers,Motherfuckers!
explosives,Explosives.
breed,We're a dying breed.
harvard,Harvard.
endless,"On an endless prairie, as the wind whistles by, I'm all alone."
confessed,He confessed.
whereabouts,Whereabouts?
cycle,Get back to me when you've activated the launch cycle.
codes,Codes.
float,They float.
missiles,Missiles away.
corridor,In the corridor.
georgia,Georgia.
echo,Echo.
vanessa,Vanessa.
buddha,Merciful Buddha...
compete,I can't compete with that.
barnes,Barnes!
kane,Kane.
dot,Dot.
frequency,What's the frequency?
rolled,"And oh, my Lord, how the money rolled in!"
wooden,Don't take any wooden nickels.
jon,Jon.
deliberately,Deliberately?
swamp,He's led us into a swamp.
workin,I'm workin' on it.
regard,"They wouldn't be friendly long if I was involved in drugs instead of gambling, which they regard as a harmless vice, but drugs is a dirty business."
medium,Medium.
democracy,Democracy?
hallelujah,Hallelujah!
assassin,Assassin!
olive,Olive.
swords,Swords!
occur,Did that ever occur to you?
jewel,Jewel.
jefferson,Jefferson.
britain,Britain.
sullivan,Sullivan.
lester,Lester.
gabriel,Gabriel.
blues,Blues
footage,Police released video footage found concealed on the body.
sherry,Sherry?
vicky,Vicky!
formed,The central planets formed the Alliance.
elvis,Elvis.
nicer,Couldn't happen to a nicer guy.
piper,Piper.
ga,Ga!
denver,Denver.
addition,In addition...
era,It's the end of an era.
gesture,A gesture.
focused,Stay focused.
flood,The flood.
stewart,Stewart.
rosa,Rosa!
laboratory,Laboratory?
keen,A rather unfair observation as we have also developed a keen interest in the brewing of ales and the smoking of pipe-weed.
pond,Like a mill pond.
devoted,Hopelessly devoted to you
slightest,I haven't the slightest idea.
butterfly,Butterfly.
pilots,All pilots to your stations.
journalist,I'm a journalist.
chambers,Chambers!
yea,Yea!
sucking,"The silly ant sucks sugar, silly sugar sucking ant for sure."
concrete,Concrete.
ignorant,You're ignorant.
follows,Everything that follows is a result of what you see here.
auction,Auction?
savage,Savage!
collected,I need one of the pieces your father collected.
creation,It's my creation.
sources,I have my sources.
ol,Olé!
subjects,Test subjects?
knives,Knives.
experiments,Experiments?
occupied,Occupied!
morgue,The morgue.
aids,AIDS?
insulted,He insulted me.
hobby,It's a hobby.
evans,Evans.
savings,We're going after the Mob's life savings.
denise,Denise.
sheila,Sheila.
blair,Blair.
que,Que?
copper,Copper!
plead,How do you plead?
breach,Security breach.
luxury,I don't have that luxury.
arse,Arse!
declared,How long after we're declared overdue can we expect a rescue?
bolt,Bolt!
element,The fifth element.
marvin,Marvin.
stamp,"So you go on and stamp your forms, sonny, and stop wasting my time."
austin,Austin.
clues,Any clues?
raja,Raja!
maintenance,Maintenance.
ego,Ego.
burt,Burt!
rico,Rico.
you'ii,You'II see.
mario,Mario!
ski,Do you ski?
racket,What a racket!
mates,We're soul mates.
lipstick,Lipstick.
contacted,He contacted me.
begged,I begged him.
kramer,Kramer.
lionel,Lionel.
hunch,Just a hunch.
juliet,Juliet!
hanged,He hanged himself.
torch,You need to bring me your torch.
frighten,I didn't mean to frighten you.
daphne,Daphne.
betting,What are you betting on?
jr,Jr.
phrase,Weather changes the phrase.
mole,Mole!
scissors,Scissors.
embarrass,Don't embarrass me.
canyon,Grand Canyon.
bass,Bass.
kidney,Kidney.
sidney,Sidney!
lm,lm sorry.
tales,Dead men tell no tales.
quicker,Quicker!
dreamt,You dreamt it.
takin,I was thinkin' about takin' a shower.
ridge,Rock Ridge.
bin,Bin Laden.
marion,Marion!
offers,He is grateful for the assistance your country offers.
israel,Israel.
scares,It scares me.
fork,Fork.
serves,Serves you right.
fare,Fare thee well.
remained,SINCE YOU HUNG AROUND âª âª BUT THOSE DREAMS HAVE REMAINED
xena,Xena!
broadway,Broadway.
quitting,I'm quitting.
canceled,Canceled?
bounty,Bounty hunters.
difficulty,With great difficulty.
rash,Don't do anything rash.
brutal,Brutal.
drivers,Women drivers.
hesitate,Don't hesitate.
cathy,Cathy.
clears,Clears Throat
realised,I just realised something.
bounce,Bounce.
peg,Peg.
sharks,Sharks!
compromise,Compromise.
wyatt,Wyatt.
shipment,Also got a big shipment in that week.
lords,My lords.
domestic,"Babylon 5 is produced by Babylonian Productions, Inc and distributed by Warner Bros. Domestic TV Distribution."
thompson,Thompson.
zoe,Zoe.
sells,It sells.
shrimp,Shrimp?
andrea,Andrea.
innocence,Innocence.
kidnap,Kidnap?
fluid,He's taking the fluid into his lungs.
barking,Barking
trousers,Trousers.
administration,Administration.
originally,Originally.
melissa,Melissa.
ribs,Ribs.
drowning,I'm drowning!
otto,Otto!
legally,Legally.
portrait,Paint a self-portrait.
sneaking,Sneaking?
harrison,Harrison.
tess,Tess.
fulfill,"Thrill me, chill me, fulfill me"
deceased,Deceased.
allah,Allah!
rejected,Rejected.
vengeance,Vengeance.
reads,"He reads poetry out loud, all right?"
venice,Venice.
bully,Bully!
rum,Rum.
strain,Don't strain yourself.
pad,Nice pad.
roots,Their roots go deep.
accidents,Accidents happen.
mini,Mini!
rivers,Rivers.
riot,Riot!
weigh,How much do you weigh?
aged,You haven't aged a day.
bernie,Bernie.
ruining,You're ruining everything.
spies,Spies?
lodge,Get your weapons and come to my lodge.
reporters,Reporters?
doris,Doris.
devil's,What the devil's going on?
rory,Rory.
allergic,I'm allergic.
intact,Intact.
ruins,It ruins it.
noodles,Noodles.
tick,Tick-tock.
behold,Behold!
suitable,But the purpose of university is to find a suitable husband.
immortal,I am immortal
haunted,Haunted?
shoots,He shoots.
disagree,I disagree.
hallway,In the hallway.
mutual,The feeling's mutual.
chains,Chains.
painter,Painter.
cartwright,Mr. Cartwright.
val,Val.
confusing,It's confusing.
correctly,Did I hear you correctly?
ai,Ai!
springs,Palm Springs.
autograph,Can I have your autograph?
cleaner,Cleaner.
maker,Prepare to meet your maker.
demonstration,A demonstration.
ape,Grape Ape.
traveled,"Captain, your wife should not have traveled at such a late stage of pregnancy."
referring,What are you referring to?
abilities,"Yes, it's Superman, strange visitor from another planet who came to Earth with powers and abilities far beyond those of mortal men."
interrupting,Am I interrupting?
thrill,What a thrill.
buys,I'm the one who buys it.
caring,Thanks for caring.
au,Au revoir.
reliable,Reliable.
bloom,Bloom.
tara,Tara.
cans,Cans.
resort,Only as a last resort.
stir,I've had some long nights in stir.
picks,He picks it up here.
legitimate,It's a legitimate question.
inviting,Thanks for inviting me.
melt,Do you think they'll melt us down?
sentimental,Sentimental.
possessed,"Hercules possessed a strength the world had never seen, a strength surpassed only by the power of his heart."
despair,Despair.
ching,Ching!
razor,Razor.
yoo,Yoo-hoo!
instincts,Trust your instincts.
cottage,Andy was a regular cottage industry.
civilians,Civilians.
contains,This programme contains some strong language.
jules,Jules.
pumpkin,Pumpkin.
pm,"Should we say, 7pm?"
feds,The feds.
satisfaction,Satisfaction
pedro,Pedro!
spinning,My head is spinning.
zip,Zip.
bracelet,My bracelet.
sausage,Sausage.
explaining,You've got a lot of explaining to do.
puzzle,It's a puzzle.
proven,Innocent until proven guilty.
dam,Break the dam!
bees,Bees.
principles,The people know we put our principles above personal gain.
panties,Panties.
knights,Knights!
es,Y es.
gilbert,Gilbert!
appointed,This task was appointed to you.
crook,He's a crook.
bartender,Bartender.
courtroom,Is that man in this courtroom today?
brakes,Hit the brakes!
carlo,Carlo!
pervert,Pervert!
inspired,You inspired me.
haircut,Nice haircut.
smoked,I didn't know you smoked.
porch,Get the fuck off my porch.
amateur,Amateur.
randall,Randall.
proposition,I have a proposition for you.
cameron,Cameron.
pledge,I pledge my ever-ending loyalty.
jeannie,Jeannie.
freaked,I freaked out.
evacuate,Evacuate!
modest,Don't be modest.
bribe,A bribe?
stew,Stew.
pimp,Pimp!
coins,Coins.
panel,There's a busted fitting behind this panel.
significant,Is that significant?
hooray,Hooray!
tucker,Tucker!
accuse,What do you call it when the assassins accuse the assassin?
drake,Drake!
bridges,"Yes, Mrs. Bridges."
vera,Vera!
herman,Herman.
marilyn,Marilyn.
scaring,You're scaring me.
baxter,Baxter!
orleans,New Orleans.
colored,A colored mayor.
graduation,Graduation.
ciao,Ciao.
heavily,Breathing Heavily
intimate,Intimate?
artie,Artie!
kurt,Kurt!
dip,Dip.
apollo,Apollo!
lifted,And those three bags of potatoes that we lifted last week.
ambition,Ambition.
advertising,Advertising.
bonds,Their bonds were cut.
allies,Our list of allies grows thin.
compliments,My compliments.
blaming,I'm not blaming you.
anybody's,It wasn't anybody's fault.
fiction,Fiction.
nickel,A nickel.
expose,I'll expose you.
perspective,Perspective.
encounter,Unless your people get off their encounter-suited butts and do something...
charging,Charging.
mcgarrett,McGarrett.
platoon,Platoon!
behaviour,Good behaviour.
couples,Couples therapy.
precise,Be more precise.
sole,Whose sole occupation for the last thousand years has been war.
regiment,What regiment?
grid,Set down on the landing grid.
mon,Mon Dieu!
clarence,Clarence!
higgins,Higgins.
prostitute,A prostitute?
clayton,Clayton.
tricked,You tricked me.
du,Gang-du!
rarely,Rarely.
moonlight,It mirrors only starlight and moonlight.
archer,Archer.
stove,I'll stove your head in!
iraq,Iraq.
wakes,What if he wakes up?
password,What's the password?
races,The races?
kira,Kira.
possess,And the power you possess
earthquake,Earthquake!
shakespeare,Shakespeare.
growth,"In China, Lau Security Investments stands for dynamic new growth."
accountant,I'm an accountant.
pod,"Rotate the pod, please, Hal."
lydia,Lydia!
maiden,Maiden!
riley,Riley.
targets,Multiple targets.
becky,Becky.
shiny,Shiny.
fled,Théoden's people have fled to Helm's Deep.
rogers,Rogers.
responsibilities,I have responsibilities.
strongly,Strongly.
joker,Joker.
wrestling,Wrestling.
misses,He misses you.
ammunition,Ammunition.
moore,Moore.
rescued,I thought I'd lost it the day they rescued me.
harvest,Harvest is when I need you the most.
shaw,Shaw.
inspiration,Inspiration.
lauren,Lauren.
jade,Jade!
stark,Stark.
adore,I adore you.
gwen,Gwen.
trading,Insider trading.
ping,Ping!
kang,Mr. Kang!
oui,Oui.
hath,Hell hath no fury like a woman scorned.
philadelphia,Philadelphia.
laurie,Laurie.
cakes,Rice cakes!
organ,Organ
barbecue,Barbecue.
touches,Nobody touches him.
bombing,Stop the bombing!
meredith,Meredith.
floors,Looks like clowns and hostages on two floors.
peculiar,Peculiar?
mama's,Mama's here.
counted,I counted.
scores,He scores!
florence,Florence.
dolls,Dolls?
cuba,Cuba.
relaxed,I'm relaxed.
ruled,"One thousand years ago, superstition and the sword ruled."
essential,It's essential.
grain,For amber waves of grain
paulie,Paulie.
landlord,Landlord!
brake,Brake!
smiles,Smiles.
concentration,Concentration.
bert,Bert.
announced,They announced it.
guidance,Guidance.
georgie,Georgie!
journal,A journal.
questioned,They questioned Nicky.
depression,Depression.
easter,Happy Easter.
queens,Queens.
altogether,Not altogether.
claude,Claude!
bandits,Bandits!
terminal,Terminal.
lust,Lust.
expedition,"Sir, this is something of an expedition."
jelly,Jelly.
feared,It's as I feared.
values,But where are those good old-fashioned values
se,Señor.
sofa,On the sofa.
approved,Approved.
annual,Appropriations Committee voted an annual payment of 500 just to shut him up.
lottery,The lottery.
denny,Denny.
mercedes,Mercedes.
included,Myself included.
mule,Mule!
owners,Does it matter to you at all that the owners have placed their complete confidence in me and that I have signed a letter of agreement in which I've accepted that responsibility?
objective,What's Bourne's objective?
rainbow,Over the rainbow
exclusive,Exclusive.
experts,They're experts.
offensive,It's offensive.
regulations,Regulations.
economy,Economy.
unnecessary,Unnecessary.
standards,Standards.
sama,Kaoru-sama...
quid,Quid pro quo.
integrity,Integrity.
drums,Drums.
bra,Bra.
celebrity,He's a celebrity.
whispering,Why are you whispering?
hack,Hack the planet!
favors,Don't do me any favors.
belle,Belle.
edgar,Edgar.
reunion,Reunion?
protocol,Protocol.
pursue,"Wanting to pursue the adventure,"
clyde,Clyde.
bam,Bam!
outstanding,Outstanding.
ra,Ta-ra.
cousins,Cousins.
dispatch,Dispatch.
slaughter,Blood money paid to stem the slaughter he wreaked upon them with his armies.
compound,I told you my compound would take you places.
wo,Ore wo torimaku kaze
isolated,Isolated.
pension,Pension?
angie,Angie.
presented,Presented by Anonymous Russian Rippers straight_forwardmail.ru Edited by alienhulk2099
connor,Connor!
ensure,It will ensure our survival.
owed,I owed you one.
winston,Winston.
pudding,Pudding.
resign,I resign.
floyd,Floyd!
ew,Ew!
reaches,You are about to experience the awe and mystery which reaches from the inner mind to...
cue,That's my cue.
makin,I'm makin' it my business.
notify,Did you notify the police?
gained,"Nothing ventured, nothing gained."
seize,Seize him!
voyage,Bon voyage.
grades,Grades?
goa'uld,The Goa'uld.
outrageous,This is outrageous.
switzerland,Switzerland.
dash,Dash!
cord,I cut the cord from my mother.
jealousy,Jealousy.
swiss,Swiss.
submarine,Submarine?
blessings,Count your blessings.
author,Author!
popped,It just popped into my head.
factor,"If I'm curt with you, it's because time is a factor."
prescription,Prescription.
sophisticated,Sophisticated.
leap,Able to leap tall buildings at a single bound.
pose,Hold that pose.
treason,Treason!
cups,Cups.
poverty,Poverty.
physician,I'm a physician.
cavalry,Cavalry!
graduated,I graduated.
yee,Yee-haw!
magician,You're a magician.
psychological,It's psychological.
throws,This promotion throws into sharp relief that which I have not yet achieved.
elegant,Elegant.
ethel,Ethel!
wired,He's wired.
inspection,Inspection!
rack,Rack 'em up.
curtains,Close the curtains.
probe,We have thousands of probe droids searching the galaxy.
rides,And Gandalf the Grey rides to Isengard seeking my counsel.
collapse,The stairs were ready to collapse.
confidential,It's confidential.
regrets,No regrets.
rebels,Rebels!
hart,Hart.
heights,I'm afraid of heights.
puppet,I'm your puppet
nevertheless,Nevertheless...
boris,Boris.
frightening,It's frightening.
contain,What does it contain?
blamed,You blamed him for Sonny.
strongest,I'm the strongest!
possibilities,Imagine the possibilities.
programme,This programme contains some strong language.
applied,You took my sonar concept and applied it to every phone in the city.
feathers,Their feathers are just too bright.
clearance,He received no official clearance.
wig,It's a wig.
salvation,Salvation.
clearing,Thanks for clearing that up.
fei,Fei!
attic,In the attic.
seeds,Seeds?
shitty,Shitty.
lin,Lin!
products,We are by-products of a lifestyle obsession.
lynn,Lynn!
jammed,It's jammed.
nun,A nun?
treaty,I am not signing your treaty until I have her head on my desk.
consideration,I'll take it under consideration.
kicks,Twenty-five percent of your take-home kicks back to me.
hay,Hay!
lions,Lions and tigers and bears!
literature,Literature.
pulls,Leave as soon as the patrol car pulls out.
replacement,Replacement?
pinch,Pinch me.
settlement,Everybody knows they have a settlement on the other side.
kiddo,"Hey, kiddo."
conquer,Divide and conquer.
millionaire,"This is my boss, Jonathan Hart, a self-made millionaire."
travelling,Travelling.
robots,Rogue robots.
battles,Have you been in many battles?
carmen,Carmen!
heart's,My heart's pounding.
pigeon,Pigeon.
advised,Be advised.
robe,Take off your robe.
wonders,Will wonders never cease?
february,February.
mona,Mona!
joyce,Joyce.
prosecution,The prosecution rests.
sadness,The year of great sadness.
sour,Sour.
ordering,I'm ordering you.
fountain,Fountain.
asia,Asia.
backed,Backed up for hours.
presentation,This has been a color presentation of the NBC Television Network.
mice,Mice.
execute,Execute.
compassion,Compassion.
physics,Physics.
eighth,Eighth.
unlikely,Unlikely.
sincere,My sincere apologies.
iv,"Start an IV, 51."
battalion,Battalion!
worms,Worms.
elena,Elena.
fran,Fran?
violet,Violet.
hardest,That's the hardest part.
faggot,Faggot!
jack's,Jack's back!
nailed,Nailed it.
restore,Restore.
congressman,Congressman.
dragging,Dragging me to the zoo to look at tigers.
bandit,Bandit!
righteous,Righteous.
dwight,Dwight.
beautifully,You play beautifully.
ju,Ju-ran!
trips,You'll fit it all in if you have to make two trips.
issued,"So Moresby Prison issued you a gun, but you paid for it."
fisher,Fisher.
distracted,I was distracted.
guaranteed,Guaranteed.
poisoning,Food poisoning.
lighting,He's lighting it!
corners,Check those corners.
fanny,Fanny.
stephanie,Stephanie.
vehicles,Vehicles.
rendezvous,See you at the rendezvous.
girlfriends,Girlfriends?
banging,Banging
wires,No wires.
wander,Don't wander off.
l'd,l'd love to.
tops,Tops.
swallowed,I swallowed it.
hamilton,Hamilton.
nazis,Nazis?
healing,Imagine your pain as a white ball of healing light.
shaft,Shaft.
lined,I want them lined up just like a pretty little chorus line.
o'neill,O'Neill.
benefits,Who benefits?
meter,Keep the meter running.
thread,Their courage hangs by a thread.
hyun,Hyun-seo!
supervisor,Supervisor.
designer,Costume Designer
investigator,I'm a private investigator.
locks,The rear differential locks up.
scholarship,Scholarship?
ou,Ou!
organs,Silver's penetrated his organs.
arizona,Arizona.
immunity,Diplomatic immunity.
yankee,Yankee.
identical,They're identical.
amber,Amber.
tuna,Tuna.
tuck,Tuck!
quest,Quest.
bodyguard,Your bodyguard?
passionate,Passionate.
specialist,A specialist.
pine,Pine.
harmony,"Long ago, the four nations lived together in harmony."
doom,Doom!
glue,Glue.
politicians,Politicians.
napoleon,Napoleon?
feather,Light as a feather.
chapel,In the chapel.
versus,Playing games versus playing--
hereby,By the power vested in me by the state of Maine I hereby order you to serve two life sentences back-to-back one for each of your victims.
refrigerator,In the refrigerator.
tray,Thoracotomy tray.
institution,"Hello, I'm Bob Ballard from the Woods Hole Oceanographic Institution."
fireworks,Fireworks.
hospitals,I hate hospitals.
mug,Is a mug of beer inside this Took
ducks,Ducks!
collapsed,He collapsed.
lounge,"I got a beautiful, nice, white lounge chair for you."
occasionally,Occasionally.
messy,Messy.
subtle,Subtle.
kilometers,Hotel is 2.2 kilometers from the bank.
whack,Whack!
shade,As for Andy he spent that break hunkered in the shade a strange little smile on his face watching us drink his beer.
explore,"to explore strange new worlds, to seek out new life and new civilizations, to boldly go where no one has gone before."
examined,I ought to have my head examined.
bizarre,Bizarre.
habits,Old habits die hard.
balcony,The balcony.
refuses,What if he refuses?
xiao,Xiao Yanzi!
promising,Sounds promising.
batteries,Batteries.
yacht,A yacht.
lola,Lola.
stepping,Thanks for stepping in.
accomplish,It's amazing what you can accomplish by mail.
spying,Are you spying on me?
wretched,You will never find a more wretched hive of scum and villainy.
tails,Tails.
increased,Their aggressor response increased beyond madness.
witnessed,I witnessed a freak occurrence.
detroit,Detroit.
mode,Edna Mode.
week's,Stay tuned for scenes from next week's Gunsmoke.
pier,The pier?
villagers,Villagers!
attending,They will need attending to.
heel,Heel!
kneel,Kneel.
rogue,Rogue robots.
cd,adjusted and corrected for 1 CD Format
party's,Party's over.
learnt,I've learnt my lesson.
assembly,Assembly.
extend,Extend your arms.
convincing,Very convincing.
urge,I urge you to reconsider.
memorial,A memorial.
desperately,Desperately.
iove,I Iove you.
starboard,Hard to starboard!
waitin,What are you waitin' for?
avenge,Avenge me!
performing,"Our inmates, properly supervised will be put to work outside these walls performing all manner of public service."
jaw,How's your jaw?
sock,Sock!
divided,"They're scattered, divided, leaderless."
blanche,Blanche!
theres,Theres nothing I can do.
plea,We'll wait for his plea.
teresa,Teresa.
tease,Don't tease me.
superintendent,Superintendent.
gil,Gil.
preserve,Saints preserve us.
fortress,"Concealed within his fortress, the Lord of Mordor sees all."
priests,Priests?
fuck's,For fuck's sake!
sting,Sting.
whores,Whores.
differences,It's the little differences.
kai,Kai!
pressed,We're pressed for time.
shorts,Eat my shorts.
quarrel,Quarrel?
